N,P,K,temperature,humidity,ph,rainfall,previous_crop,soil_type,water_requirement,investment_per_acre,crop_duration,label,previous_crop_profit_per_acre,predicted_crop_profit_per_acre
3,36,164,14.22596255382662,68.59693515232163,7.91732045721334,266.9093173107747,Chilli,Red Soil,High,53124,Short (3-4 months),Groundnut,59861,104012
125,110,154,40.41640873678342,60.43416571564582,5.552099968536826,268.1885488781242,Sugarcane,Black Soil,High,68135,Long (8-12 months),Cotton,90169,67707
2,26,194,42.20733368230195,40.77040739458744,8.434953084640068,174.2684663303085,Cotton,Red Soil,Medium,45143,Short (3-4 months),Millets,74328,63560
63,126,71,40.42449669657271,88.1097013449238,4.987609613464194,283.74295599060684,Cotton,Red Soil,Low,51373,Long (8-12 months),Maize,90939,74794
28,133,122,36.20019417944319,43.232280201026626,4.4339255910847415,53.75392769868664,Sugarcane,Red Soil,High,47038,Long (8-12 months),Millets,94402,119218
115,58,77,11.972761702682519,23.40681299748865,7.605683306773872,51.38915168313613,Chilli,Red Soil,High,78736,Short (3-4 months),Groundnut,67178,41353
10,62,10,16.51811247439447,39.46928213617721,7.469834723902407,96.98854040677169,Chilli,Black Soil,Low,50436,Short (3-4 months),Soybean,21971,74242
96,74,69,40.64827093999601,41.269391380433376,7.1926214696245125,172.27628615957116,Wheat,Red Soil,High,44444,Short (3-4 months),Millets,58223,89362
101,67,26,16.821069818106103,75.84936218212866,5.068565218782139,66.99644203144885,Cotton,Black Soil,Low,55273,Medium (5-7 months),Chilli,59852,68923
20,7,183,20.943445593349367,28.79182690871604,4.8292811817103285,264.72033629382327,Wheat,Loamy Soil,Medium,39697,Short (3-4 months),Sugarcane,28238,94705
38,103,200,10.584785348918292,41.42077175134524,9.372056648051112,92.72871124180246,Sugarcane,Loamy Soil,High,59530,Short (3-4 months),Rice,94700,142448
101,49,113,30.71460183447534,20.823321919364734,6.929934640598784,274.820567337271,Cotton,Black Soil,Medium,31426,Long (8-12 months),Cotton,24570,97120
45,21,120,28.456609537123494,86.98624156571904,6.118920474884648,99.85439833817118,Sugarcane,Black Soil,High,43301,Short (3-4 months),Cotton,27812,118882
65,9,189,42.34324262247863,76.38857195571737,8.774163738328001,58.77142811759221,Sugarcane,Red Soil,Low,36107,Short (3-4 months),Groundnut,97342,47972
90,15,204,39.923723150188735,51.761104015162395,3.8312967218009018,227.00870449422374,Rice,Red Soil,Medium,64804,Long (8-12 months),Millets,40149,149741
110,96,59,26.45772741406594,51.12059804374408,7.8516307000952485,34.42552692518461,Cotton,Red Soil,Medium,64023,Short (3-4 months),Millets,76447,21767
81,43,174,30.060969042839183,28.520068577025924,4.452709262503998,236.94388430238132,Chilli,Sandy Soil,Medium,39075,Long (8-12 months),Sesame,55890,103766
122,46,184,23.225508851606083,47.21655101413173,4.958863628700799,280.3348254885648,Rice,Black Soil,High,71251,Long (8-12 months),Cotton,54882,82088
98,98,193,13.44185161649922,91.9945725267881,7.616722437131157,84.54711525751665,Rice,Black Soil,High,66782,Short (3-4 months),Cotton,59870,119541
34,9,23,39.06801932282251,26.144337471781604,5.303254394898459,246.6589147583876,Rice,Loamy Soil,Low,32040,Short (3-4 months),Wheat,43991,96947
102,56,112,27.976994444630417,79.83920755391966,8.507755301062327,275.80034746000854,Wheat,Black Soil,Low,40285,Medium (5-7 months),Chilli,40117,82428
128,48,133,23.65051297080264,18.302132497834428,6.839392408106363,110.21837987535164,Cotton,Red Soil,Medium,31964,Medium (5-7 months),Millets,28491,65617
24,119,173,11.211681705478167,40.97640646015436,5.581625078143883,237.06174802060133,Wheat,Sandy Soil,Low,61696,Medium (5-7 months),Sesame,81279,140689
42,131,195,32.014165629323756,86.86077570784981,9.064630880698772,47.93877915354078,Chilli,Black Soil,High,38759,Short (3-4 months),Chilli,43809,130146
83,120,52,22.753924093472556,52.403751112131246,7.548377407569082,261.1988690541968,Chilli,Sandy Soil,Low,64348,Long (8-12 months),Barley,65004,141026
50,72,164,17.666929589590605,74.49566867192252,6.213612267048569,149.6842652018768,Cotton,Sandy Soil,Medium,41605,Short (3-4 months),Barley,42224,77725
129,51,182,39.3803669644686,23.134036566880944,6.420383510743395,89.18637233416048,Cotton,Black Soil,Low,52682,Short (3-4 months),Chilli,34423,48107
125,131,146,15.225210806498431,72.84391605777927,5.231763276252745,166.71993586199818,Rice,Black Soil,Low,31549,Medium (5-7 months),Chilli,77201,114034
68,39,21,26.774023792757692,84.46763135055302,4.202285622966897,91.86029351762929,Cotton,Sandy Soil,Medium,70363,Long (8-12 months),Peanut,20686,39913
8,11,100,36.55762740913923,83.28680428966355,5.450460177252241,242.24969201841898,Cotton,Red Soil,High,66257,Long (8-12 months),Millets,92151,149117
1,120,34,38.41577631533591,51.879638536894326,5.204365356605533,109.78123130956418,Rice,Sandy Soil,High,44712,Long (8-12 months),Peanut,26798,55771
9,56,125,37.35740917752101,91.7644917888442,5.663413467006137,40.56124210914506,Chilli,Sandy Soil,Medium,54761,Short (3-4 months),Sesame,85573,61508
113,114,115,40.07293961790967,63.54710046501858,6.521656655408343,29.968654816514288,Cotton,Loamy Soil,Medium,48375,Short (3-4 months),Rice,20345,94299
75,50,183,13.786803487397869,84.36914321579934,3.910082841574613,92.60052976059211,Wheat,Loamy Soil,Medium,43282,Medium (5-7 months),Rice,84843,72010
84,141,102,41.6004837222319,32.55659080398096,4.186363037791254,168.3238052178206,Chilli,Sandy Soil,Medium,79784,Long (8-12 months),Sesame,46989,100469
48,27,194,9.202154979652455,32.28066313304913,8.195255777416325,196.96780233472717,Chilli,Red Soil,Low,54572,Medium (5-7 months),Maize,45872,22490
69,135,156,17.7438827095366,78.92486112062427,4.684066691060236,161.09948523265592,Sugarcane,Loamy Soil,Low,57302,Long (8-12 months),Rice,80369,62408
130,131,124,11.754409781027007,69.69008343824706,5.6844537730077835,214.66514142515746,Wheat,Red Soil,Low,62899,Short (3-4 months),Maize,72906,137555
132,13,195,41.777332707084334,72.2339179062642,7.600536786715458,209.79948651291173,Cotton,Red Soil,High,50920,Long (8-12 months),Groundnut,97821,82215
89,57,146,23.599755237813167,34.53775204161873,9.786836246175595,180.01990549944227,Wheat,Red Soil,Medium,55004,Medium (5-7 months),Maize,23297,142599
25,52,38,19.812756222133977,48.51522505236215,4.359930038700944,210.0133911175018,Rice,Black Soil,Medium,45469,Medium (5-7 months),Soybean,66125,34276
71,127,191,14.64864249009762,36.40733805514729,8.374889735914376,260.09686508046394,Cotton,Loamy Soil,High,31269,Medium (5-7 months),Rice,43684,80078
4,86,115,14.255900507965114,20.098055829152788,6.663848088329146,31.42784687877832,Chilli,Sandy Soil,Medium,56673,Short (3-4 months),Sesame,73085,25405
14,113,197,30.221082455279188,31.74066071985671,4.107691432179468,252.0334182611489,Chilli,Red Soil,Medium,34872,Long (8-12 months),Groundnut,87683,92494
122,11,90,10.466549388818347,99.56734081687365,4.591374468647168,119.30378229230436,Cotton,Sandy Soil,Low,51889,Medium (5-7 months),Peanut,83214,75914
0,103,165,29.53798033496207,34.32101325217335,7.969010699877218,105.26142637404854,Wheat,Loamy Soil,Medium,39437,Long (8-12 months),Wheat,89511,20072
2,35,112,35.822064616210724,27.913267151429185,9.15997994409021,260.4623409225383,Cotton,Black Soil,Medium,69324,Medium (5-7 months),Cotton,83889,93418
46,106,122,29.770933657119066,73.99699233653249,3.5827109243350224,189.13630588636886,Cotton,Sandy Soil,High,45874,Long (8-12 months),Peanut,87084,42302
94,60,115,37.631794626172415,65.87617079035576,4.937658656044264,36.515525685544134,Cotton,Loamy Soil,Medium,39004,Medium (5-7 months),Sugarcane,94352,68818
12,103,62,18.069892384908517,78.20914168149342,5.80658445800546,73.27101088644223,Chilli,Loamy Soil,Medium,33531,Medium (5-7 months),Wheat,99313,81240
119,9,22,11.515088112087316,70.29340521968369,9.863061619295049,280.60507543146235,Sugarcane,Red Soil,High,63407,Medium (5-7 months),Maize,70669,134007
54,34,115,33.952066744394145,33.37388906690795,7.69860006247831,135.02930418370167,Wheat,Red Soil,High,51992,Short (3-4 months),Groundnut,42980,31233
65,26,107,37.68586838298461,57.1976272739823,5.824953006892322,96.14862317678315,Cotton,Black Soil,Medium,74182,Short (3-4 months),Chilli,71299,50259
89,142,144,26.309010892187764,29.4005391608126,4.801653253403667,75.29405113339193,Sugarcane,Sandy Soil,Medium,78280,Medium (5-7 months),Peanut,22037,94647
61,31,198,37.424026001613214,35.9922836752575,4.962990391390052,175.1559932426939,Wheat,Black Soil,Medium,37157,Long (8-12 months),Soybean,78132,50324
101,131,134,24.78407411099508,98.86040670650009,3.822942906531179,289.6931708731305,Wheat,Sandy Soil,High,68332,Short (3-4 months),Peanut,62862,136665
138,139,202,15.74432671571927,76.72327978251624,9.900761682746698,57.5751250925949,Cotton,Black Soil,Low,65815,Long (8-12 months),Cotton,89146,91089
7,27,32,25.35822006357867,81.36698567552484,9.820864333459681,86.81009673956036,Wheat,Sandy Soil,Low,54368,Short (3-4 months),Barley,77687,24670
96,79,124,16.351515623810734,16.834826329496824,3.5766912719713995,158.1465163040838,Sugarcane,Red Soil,Low,75775,Long (8-12 months),Maize,81416,76022
116,121,127,25.275889221185743,47.01602707280952,5.246084693474696,80.13375523307151,Rice,Loamy Soil,Medium,53517,Long (8-12 months),Wheat,58292,89340
63,140,46,13.967819773005322,61.856103600101115,3.636227095044902,298.4093551609938,Cotton,Red Soil,Low,37605,Medium (5-7 months),Maize,64453,98991
20,12,7,15.29247921851712,27.088671011161686,5.445037206087805,134.1524341550533,Cotton,Red Soil,High,45070,Long (8-12 months),Groundnut,89623,132598
114,105,180,39.59502420104414,86.99869426637223,9.300129956376525,142.83882328465103,Wheat,Red Soil,Medium,72670,Medium (5-7 months),Millets,56833,80922
84,9,91,12.86331128825168,26.225105331270598,9.129845951738945,81.22497520286751,Rice,Black Soil,Medium,30274,Medium (5-7 months),Chilli,25590,44222
19,90,145,16.641592656809483,68.82173046112342,7.909179708408682,241.72716301317428,Sugarcane,Sandy Soil,Medium,31383,Medium (5-7 months),Barley,29903,24004
7,134,61,43.519367628149034,61.67936929879271,9.852410292290752,149.69146621884113,Chilli,Black Soil,High,65138,Short (3-4 months),Chilli,76122,65490
57,16,135,28.899815371079633,87.06442584473754,8.30185683769233,200.69893442586502,Rice,Black Soil,Low,48340,Short (3-4 months),Soybean,78675,86793
45,51,118,29.24136802258472,40.98765129341615,5.057154189060446,68.69840895367567,Wheat,Red Soil,High,73200,Short (3-4 months),Groundnut,69627,101964
30,30,195,38.27275626133491,38.61078508796375,8.873715551304802,56.2077352461052,Sugarcane,Loamy Soil,High,51108,Long (8-12 months),Sugarcane,24021,63793
92,106,42,27.098118810383813,86.81581854438294,6.77092501487483,176.31198938015427,Wheat,Red Soil,Medium,78243,Long (8-12 months),Maize,62130,24279
8,124,63,16.55473552722636,33.23779784448749,6.745418117545123,69.7526408450168,Cotton,Red Soil,Medium,48221,Short (3-4 months),Millets,44972,22533
14,74,32,23.548557472021383,78.21157029327497,8.860754343607628,163.62842472916134,Wheat,Sandy Soil,High,61523,Medium (5-7 months),Peanut,95632,139459
93,6,30,35.137331254068826,30.643795945301004,6.94074375631325,298.33919130041386,Cotton,Loamy Soil,Low,71024,Short (3-4 months),Wheat,98233,60557
137,30,88,39.23034430523312,89.32600992072419,5.609214457474513,143.17461781757885,Chilli,Sandy Soil,High,35020,Short (3-4 months),Barley,35955,102451
28,18,95,18.346778406421606,86.18578546648652,9.476899205766362,27.159582763746094,Wheat,Black Soil,High,41722,Short (3-4 months),Cotton,55687,92742
79,86,69,17.955465100655267,81.76239326574343,3.9778336201288647,196.76836309334996,Sugarcane,Red Soil,Medium,63372,Short (3-4 months),Maize,65224,80860
35,106,78,20.24276120656865,56.38884329622372,7.734483171145316,92.27480049423738,Wheat,Red Soil,Low,49757,Short (3-4 months),Millets,63531,45751
83,36,65,29.603509306484682,17.158867663297492,8.55535838371652,282.0522677706318,Cotton,Black Soil,Medium,53691,Short (3-4 months),Cotton,41473,97154
108,66,189,18.531665077676454,25.61346511400863,3.834250782742842,85.2799049065543,Sugarcane,Sandy Soil,High,31348,Medium (5-7 months),Barley,21342,133458
117,119,5,39.95133431878798,53.39998082814629,5.011829119737818,279.8149593931899,Chilli,Red Soil,Medium,40448,Short (3-4 months),Groundnut,87873,51510
36,34,164,42.90906151267471,17.999683330384663,4.940264575448666,25.298194283814375,Sugarcane,Sandy Soil,High,64980,Long (8-12 months),Barley,44174,58255
85,35,36,32.49288065124371,19.6991411113624,9.223069478421692,292.5430532763229,Wheat,Red Soil,Low,75497,Long (8-12 months),Groundnut,36663,68583
70,41,159,42.64044285381747,25.01671023881879,7.686463218230324,96.32392018056882,Sugarcane,Loamy Soil,Low,41825,Short (3-4 months),Rice,49961,85696
92,106,145,18.857211271208676,36.61881938497038,4.8997972857580905,237.7777649094339,Cotton,Loamy Soil,Medium,52668,Long (8-12 months),Sugarcane,71932,57446
79,132,21,37.234213441138856,78.49286387342273,9.354959171552743,150.01078232250475,Rice,Sandy Soil,Low,61452,Long (8-12 months),Barley,48462,145611
101,90,160,32.469347173590975,18.371274758900437,5.0718035964697314,123.33241451999736,Rice,Sandy Soil,Low,74662,Medium (5-7 months),Peanut,25841,149318
13,63,93,17.99786222300202,98.5793822173924,7.7617603109170155,286.86896044639775,Chilli,Red Soil,Medium,53479,Medium (5-7 months),Groundnut,88981,29898
116,32,56,19.922110608515872,37.73175677952206,6.413997886023396,282.36888816482076,Chilli,Black Soil,Medium,62814,Long (8-12 months),Soybean,98302,129315
72,126,118,25.854190441802498,41.706621685867574,4.132429738517681,188.3360828347566,Sugarcane,Black Soil,Low,65568,Long (8-12 months),Cotton,81244,127571
90,65,168,36.41430118559182,35.507683331870204,8.348393864187642,281.65786552008876,Chilli,Black Soil,Low,49225,Medium (5-7 months),Chilli,66257,114840
89,20,51,39.22246234837942,65.89728835303653,5.611921489496202,239.72898946529168,Wheat,Sandy Soil,High,35436,Long (8-12 months),Barley,55461,56216
28,73,198,30.918614034731874,15.923364819135575,5.819748105175344,121.34594734861277,Sugarcane,Loamy Soil,Low,33486,Long (8-12 months),Wheat,65464,87141
48,48,164,33.97248021019894,22.27917850469646,4.884509650034924,269.61187426903035,Cotton,Sandy Soil,High,40528,Medium (5-7 months),Barley,97162,76233
71,117,36,18.020783190740048,22.725620815197143,8.676468245221766,120.06305071655456,Cotton,Red Soil,Low,43844,Short (3-4 months),Groundnut,49416,45673
132,142,202,34.651883605774074,71.22430860302018,4.533760987449193,283.57887814616004,Cotton,Black Soil,Low,69507,Medium (5-7 months),Cotton,20080,62008
41,23,99,29.909111305950475,42.50590726913259,4.907988111150212,163.81876859009844,Sugarcane,Sandy Soil,Medium,46933,Short (3-4 months),Peanut,56552,21792
134,88,127,16.59442778921934,51.76171987533086,6.119858794976379,225.84030554991736,Wheat,Red Soil,Low,41322,Short (3-4 months),Millets,92781,102370
41,97,187,41.939518061121824,95.6933999490134,4.461739665956107,197.52405005698208,Sugarcane,Loamy Soil,Medium,71715,Medium (5-7 months),Rice,52594,136220
104,104,111,26.698738949081044,31.40648261566646,4.230116043479504,224.39669529804812,Wheat,Black Soil,High,35690,Short (3-4 months),Cotton,78724,91249
26,43,132,36.51253177339201,20.275577795930374,6.859402312172296,70.46653410345499,Sugarcane,Red Soil,Low,72037,Short (3-4 months),Groundnut,78288,105208
57,71,84,27.143184167025005,52.09853243756067,9.636466745568478,267.7278492875637,Cotton,Sandy Soil,High,50636,Medium (5-7 months),Barley,80811,72398
45,77,93,41.33834979939055,28.323024995395055,8.660456494124182,249.11404709399318,Wheat,Sandy Soil,High,34216,Medium (5-7 months),Sesame,69716,102381
65,54,44,13.749235629869482,26.658605512161373,4.64362540657578,195.83667879126892,Sugarcane,Loamy Soil,Medium,75605,Short (3-4 months),Sugarcane,23561,66348
24,57,32,27.859064219539206,49.416135318529925,7.283203178940381,79.17983021520736,Chilli,Red Soil,Low,37366,Medium (5-7 months),Groundnut,71777,99025
72,50,85,9.702321996247736,71.66310580827209,8.60762289456989,179.70932112281022,Rice,Loamy Soil,High,73853,Long (8-12 months),Wheat,54395,122367
116,56,35,15.704805579524479,35.07623634590172,4.436749866306104,141.59357731424646,Wheat,Red Soil,Medium,55175,Long (8-12 months),Groundnut,74544,134939
128,128,123,18.619397369328567,89.34902527972555,4.031493786580723,25.219192437929376,Cotton,Sandy Soil,Low,39448,Long (8-12 months),Peanut,73478,30260
86,9,91,25.296049851855674,45.328468246768125,9.234858338419215,277.1751251470341,Sugarcane,Red Soil,Low,60738,Medium (5-7 months),Maize,43566,60366
73,78,35,37.408542834958766,94.3282400514953,5.080467179040424,234.30792337772053,Sugarcane,Sandy Soil,Medium,55038,Medium (5-7 months),Peanut,61398,24411
124,99,158,25.08849930095278,56.46805199096772,6.706275966247852,270.0630636159442,Wheat,Loamy Soil,Low,74878,Short (3-4 months),Wheat,67348,91233
66,79,8,28.38294668295932,76.55679992425266,4.847056207224438,188.09116847650247,Rice,Red Soil,Medium,30415,Short (3-4 months),Millets,45746,144221
5,120,111,41.028801318686604,87.03902199794352,3.8111999418665836,112.7252796227558,Rice,Red Soil,Low,51999,Long (8-12 months),Maize,80160,126874
124,134,111,35.19069367473069,59.66765960079678,6.804869019860051,142.57174100912428,Cotton,Loamy Soil,Medium,44684,Long (8-12 months),Rice,88542,32122
57,72,111,10.575253702602229,87.15102806543442,6.302467189384066,251.03882531588897,Wheat,Black Soil,Low,41121,Short (3-4 months),Soybean,39642,81058
69,84,190,14.975363969275833,46.66008857467813,8.176290366166254,75.7080424520906,Cotton,Loamy Soil,High,60457,Short (3-4 months),Rice,99894,53481
52,109,121,10.157548098843797,45.41043115716658,9.01822347048976,62.37589027832681,Wheat,Black Soil,High,33577,Short (3-4 months),Chilli,48099,89196
65,73,83,11.232272885952895,82.32819980662853,4.415449108637636,48.16737598939189,Rice,Loamy Soil,Low,31488,Medium (5-7 months),Rice,90109,57702
57,138,27,20.634703026056727,34.94060617073629,4.608506991514613,47.894912058256224,Cotton,Sandy Soil,Medium,33555,Long (8-12 months),Sesame,58851,91629
81,20,201,34.191411356488075,75.72532997334149,9.615201935895183,155.6566278448835,Wheat,Loamy Soil,High,69535,Short (3-4 months),Wheat,67548,58839
86,91,109,17.34132866035612,20.866229494993295,6.192304796936232,225.1409150106658,Cotton,Loamy Soil,Medium,59900,Long (8-12 months),Wheat,31129,143842
1,128,192,22.496779715680628,68.74625866030544,9.630972350258732,268.05213938724887,Chilli,Sandy Soil,High,48746,Long (8-12 months),Barley,91306,96096
36,144,175,22.552135131253525,95.00215392605018,5.680956643610167,178.28696590893162,Cotton,Black Soil,Low,52240,Long (8-12 months),Soybean,70051,82412
102,45,158,29.39775076868028,53.38804673226079,5.740575213191736,158.3323495407808,Wheat,Black Soil,High,40454,Short (3-4 months),Cotton,47457,62952
23,123,199,39.94373990578255,49.91615659609359,8.05089327639076,127.98954073097278,Chilli,Loamy Soil,High,40517,Short (3-4 months),Sugarcane,51221,46420
111,23,120,43.0909669250748,60.59527616548373,4.128274092213175,103.90333366347726,Rice,Loamy Soil,High,37649,Long (8-12 months),Sugarcane,73741,118931
64,80,200,29.896256997037504,75.9420041146864,6.160274239437909,29.545405179661017,Chilli,Loamy Soil,Low,67904,Long (8-12 months),Sugarcane,25718,126252
128,113,59,26.42728919859579,45.01886479812935,5.951378269698008,223.65090598388642,Rice,Sandy Soil,Medium,60378,Long (8-12 months),Sesame,63003,78259
116,123,179,32.58891847500439,14.269184874881912,3.732001038539109,39.92271364616897,Sugarcane,Black Soil,Low,44704,Medium (5-7 months),Chilli,36770,62592
115,117,191,32.10644233971998,57.29866727017672,5.514990489558805,231.22293279684774,Cotton,Black Soil,Low,62083,Medium (5-7 months),Cotton,54150,65189
104,6,148,27.08509286091077,50.20017216998196,6.067300843037887,218.88489352841955,Sugarcane,Sandy Soil,Low,65584,Short (3-4 months),Sesame,36282,110681
2,24,62,34.508467857515015,59.92338981209669,3.8776688579162344,295.0779267991425,Cotton,Sandy Soil,Low,55903,Long (8-12 months),Barley,93448,103818
45,123,111,25.94639387746643,75.57735264249663,3.6342652319904136,25.772444735852233,Rice,Black Soil,Low,35160,Medium (5-7 months),Soybean,96825,25718
54,99,5,43.55206984837005,38.55140799228711,7.3620840882330585,87.8083556217071,Rice,Red Soil,Medium,60138,Short (3-4 months),Maize,90849,48118
74,141,131,10.533221867559625,57.57083758646268,4.828366959226219,43.11325002355488,Rice,Black Soil,Low,63924,Medium (5-7 months),Chilli,83819,139690
44,25,177,24.271658633532144,35.97949553445901,5.8362104776902335,279.87505825002114,Cotton,Black Soil,Medium,50337,Short (3-4 months),Cotton,64368,56120
76,12,98,22.661900992771372,53.63499564004556,4.0195611221608605,163.27861604567465,Chilli,Loamy Soil,High,64415,Long (8-12 months),Rice,99711,66926
23,33,138,35.67062768422103,43.79325375742113,4.1535555660275145,286.2265642621958,Wheat,Red Soil,High,46757,Long (8-12 months),Groundnut,67846,133210
34,39,56,15.47590374378529,45.89367583088852,4.497849100016601,63.453113157405994,Wheat,Red Soil,High,61957,Long (8-12 months),Millets,33483,94804
23,42,23,23.953126981221644,63.923091619633865,3.696444873243808,112.06071082628489,Chilli,Loamy Soil,Low,72404,Medium (5-7 months),Rice,29275,126460
27,94,106,33.148915034394534,73.37413952334128,8.407137588247107,198.04881945397037,Rice,Red Soil,Low,71446,Medium (5-7 months),Maize,99267,94416
15,72,175,29.84680168919472,15.343174766000125,9.331641614777045,96.87246336002573,Sugarcane,Black Soil,Medium,45048,Short (3-4 months),Soybean,81260,65916
58,135,23,27.823071526048977,89.40708983129814,6.8623066934878425,276.8053455551491,Sugarcane,Red Soil,Medium,38018,Long (8-12 months),Maize,51841,52627
14,113,43,23.9837820801703,45.49026869450654,8.754676698430721,142.34761936490247,Chilli,Loamy Soil,Low,52880,Long (8-12 months),Sugarcane,84394,98940
10,115,112,35.03304479726302,69.43078569800741,4.376405282077998,191.06141576125546,Chilli,Red Soil,Low,52193,Long (8-12 months),Maize,44203,114381
78,16,164,31.35347300045933,24.749988446861842,6.393745585520143,117.9086384645391,Cotton,Red Soil,Medium,54637,Medium (5-7 months),Maize,80005,67029
114,36,69,39.30919504768883,63.24544725792274,4.4242501986275515,78.34412233054113,Cotton,Red Soil,Medium,64033,Short (3-4 months),Groundnut,57057,137946
67,67,51,34.37055275554438,72.41819347660552,9.904786990015293,242.3835369406233,Sugarcane,Sandy Soil,High,56262,Short (3-4 months),Barley,77086,116750
42,47,145,13.71885285472127,27.754233057774513,3.878562568500352,240.92199449025773,Rice,Sandy Soil,Low,60907,Short (3-4 months),Barley,63219,118319
68,111,78,30.41646293353254,92.45144879649713,6.359786127372417,247.17942685089017,Rice,Red Soil,High,45482,Short (3-4 months),Groundnut,90521,78078
137,42,168,10.377831050556257,79.19096601453778,4.226555613144938,112.09594146690658,Sugarcane,Red Soil,High,30490,Medium (5-7 months),Groundnut,98316,77793
74,33,202,22.3254789125583,60.02767276450288,3.946276555547578,257.9896889765815,Sugarcane,Black Soil,Medium,60136,Long (8-12 months),Chilli,44109,114791
102,59,159,23.181628977232275,28.493857471323743,8.230924545602836,109.01353706223557,Cotton,Loamy Soil,High,62901,Medium (5-7 months),Rice,40983,75267
40,56,76,38.618188601718856,88.45642362445572,4.020000088136677,120.7344695474698,Sugarcane,Loamy Soil,Medium,67192,Long (8-12 months),Rice,37412,26159
58,119,156,15.111595953546576,20.140921114113052,3.658787948748954,103.55895475157104,Cotton,Red Soil,High,68779,Short (3-4 months),Millets,52012,143025
38,23,152,31.25297926330276,24.130987583888263,9.611303875194846,140.08999823025513,Sugarcane,Loamy Soil,Low,70162,Long (8-12 months),Rice,48459,103330
2,39,90,15.530327526349431,74.10821380044064,4.692856976459051,27.602130192982564,Rice,Red Soil,Low,33026,Long (8-12 months),Groundnut,82297,37474
6,52,13,41.886657145620006,36.01996586521821,8.934773486064573,89.97444064045486,Chilli,Sandy Soil,High,52532,Short (3-4 months),Peanut,85201,38531
48,114,124,27.27854664084506,53.6325321848644,9.632740744412935,91.26268526960946,Chilli,Sandy Soil,Medium,33253,Long (8-12 months),Sesame,43216,122128
25,35,171,33.50679577037246,60.455482911699384,8.340188694146761,257.3602626073563,Rice,Black Soil,Medium,78060,Medium (5-7 months),Cotton,28767,106348
100,7,118,31.357664129058975,53.539629774839455,4.172288546090785,213.4274316528014,Rice,Black Soil,High,36810,Medium (5-7 months),Chilli,67725,123365
78,92,5,19.407422135749023,21.449725882958568,4.600958494619039,93.3551127133048,Rice,Sandy Soil,Low,36960,Short (3-4 months),Sesame,62969,42326
1,56,15,40.23225295261889,77.47717778867545,4.65663915725316,121.1564525996209,Chilli,Black Soil,Low,71280,Long (8-12 months),Cotton,54149,77928
126,75,109,30.685176881793996,34.83092106967676,7.709817510104215,288.1663447699298,Cotton,Black Soil,Medium,66110,Short (3-4 months),Soybean,62739,76624
131,55,5,26.61016499877179,77.56780864959624,4.6594169343488865,186.30135577592267,Wheat,Sandy Soil,Medium,48273,Short (3-4 months),Barley,42277,45317
19,60,85,27.238948911221275,88.43408538793629,3.6975154632456118,214.8708281834975,Cotton,Black Soil,Medium,41254,Short (3-4 months),Cotton,58263,89518
116,103,127,39.86607767734104,60.23806175967179,6.453442053185299,290.4951456669043,Rice,Black Soil,Low,66072,Medium (5-7 months),Cotton,67119,88600
31,25,176,10.885977631561698,74.8113379288906,7.292716077209597,203.80374741596876,Chilli,Loamy Soil,High,45919,Medium (5-7 months),Sugarcane,98313,117162
27,133,55,22.38441796373756,17.424488532865773,6.465325773211216,131.5388015532321,Rice,Loamy Soil,Medium,68237,Medium (5-7 months),Sugarcane,66375,28567
76,112,21,38.156241169978934,17.40822937717427,6.650129553281266,126.82225647063136,Wheat,Red Soil,Low,58034,Long (8-12 months),Maize,28543,133035
0,57,107,10.13307428402771,31.159547571039266,6.442288247975878,51.395316464889,Chilli,Sandy Soil,Medium,53770,Long (8-12 months),Peanut,58839,119210
55,10,111,31.10102410234478,44.98003038734278,5.211594532580819,48.316156634835274,Wheat,Sandy Soil,Low,31195,Short (3-4 months),Sesame,80592,43016
34,86,124,22.879358256338612,29.92697221853565,9.651482743245971,125.3934886092824,Sugarcane,Black Soil,Medium,65302,Short (3-4 months),Soybean,80215,94722
111,83,198,15.955371520202075,68.68926994995971,8.893927471688912,136.90974162453261,Cotton,Loamy Soil,High,56794,Short (3-4 months),Wheat,68061,123685
29,51,116,30.133023279699298,37.993908529587685,5.580802658491802,203.06820865064728,Chilli,Black Soil,Low,52007,Long (8-12 months),Soybean,31555,52434
53,100,27,37.78799969976318,86.75906217628125,3.7598613854161407,148.46134609281705,Cotton,Sandy Soil,Medium,39374,Medium (5-7 months),Barley,39316,71141
35,110,173,25.11237330070692,62.315148070257536,9.021966506697286,222.46365245734555,Rice,Red Soil,High,49271,Medium (5-7 months),Maize,67413,65392
79,86,130,13.939446104872403,46.66846779263042,8.27753111684164,48.128711757361046,Sugarcane,Sandy Soil,Low,45841,Short (3-4 months),Sesame,33463,103524
57,35,63,19.494989129649515,90.8161262675223,4.027211096514873,108.10492570013402,Wheat,Sandy Soil,High,70850,Short (3-4 months),Barley,55658,47223
82,62,110,43.025657202229475,85.26849920624686,7.9932229016709195,271.7616284985652,Chilli,Loamy Soil,Low,41996,Long (8-12 months),Wheat,79341,29307
64,27,98,12.697206812486076,84.55459836147215,6.415215726378229,32.40438628854686,Sugarcane,Black Soil,Medium,43112,Medium (5-7 months),Cotton,79923,115988
68,45,29,14.426563997354226,76.69510297587394,4.342955442099968,203.22344401549765,Chilli,Sandy Soil,Medium,45619,Medium (5-7 months),Barley,73551,147755
